Date,QQQ,SPY,VIX
2018-12-21,140.65122985839844,215.8800811767578,30.110000610351562
2018-12-24,137.1633758544922,210.1758575439453,36.06999969482422
2018-12-26,145.72769165039062,220.7949981689453,30.40999984741211
2018-12-27,146.2916259765625,222.49008178710938,29.959999084472656
2018-12-28,146.21519470214844,222.20310974121094,28.34000015258789
2018-12-31,147.4482421875,224.1493377685547,25.420000076293945
2019-01-02,148.0408477783203,224.38255310058594,23.219999313354492
2019-01-03,143.2042999267578,219.0281524658203,25.450000762939453
2019-01-04,149.3312225341797,226.36471557617188,21.3799991607666
2019-01-07,151.1090545654297,228.1494598388672,21.399999618530273
2019-01-08,152.4759521484375,230.29296875,20.469999313354492
2019-01-09,153.71853637695312,231.36929321289062,19.979999542236328
2019-01-10,154.15823364257812,232.18545532226562,19.5
2019-01-11,153.59432983398438,232.2751007080078,18.190000534057617
2019-01-14,152.2369842529297,230.8580322265625,19.06999969482422
2019-01-15,155.20965576171875,233.5038604736328,18.600000381469727
2019-01-16,155.18099975585938,234.06893920898438,19.040000915527344
2019-01-17,156.4044647216797,235.8447265625,18.059999465942383
2019-01-18,157.95294189453125,238.98377990722656,17.799999237060547
2019-01-22,154.78909301757812,235.7550048828125,20.799999237060547
2019-01-23,154.98985290527344,236.2483367919922,19.520000457763672
2019-01-24,155.99343872070312,236.37380981445312,18.889999389648438
2019-01-25,157.8573760986328,238.37396240234375,17.420000076293945
2019-01-28,155.90744018554688,236.56224060058594,18.8700008392334
2019-01-29,154.4354248046875,236.2483367919922,19.1299991607666
2019-01-30,158.36395263671875,239.98826599121094,17.65999984741211
2019-01-31,160.7344512939453,242.0959930419922,16.56999969482422
2019-02-01,160.0558319091797,242.21258544921875,16.139999389648438
2019-02-04,162.04393005371094,243.91668701171875,15.729999542236328
2019-02-05,163.47772216796875,244.93910217285156,15.569999694824219
2019-02-06,162.99021911621094,244.61622619628906,15.380000114440918
2019-02-07,160.80133056640625,242.2843780517578,16.3700008392334
2019-02-08,161.11680603027344,242.58035278320312,15.720000267028809
2019-02-11,160.96383666992188,242.71484375,15.970000267028809
2019-02-12,163.3438720703125,245.83599853515625,15.430000305175781
2019-02-13,163.45860290527344,246.63426208496094,15.649999618530273
2019-02-14,163.65931701660156,246.0871124267578,16.219999313354492
2019-02-15,164.3475341796875,248.7688751220703,14.90999984741211
2019-02-19,164.67254638671875,249.19931030273438,14.880000114440918
2019-02-20,164.643798828125,249.7015838623047,14.020000457763672
2019-02-21,164.04165649414062,248.81365966796875,14.460000038146973
2019-02-22,165.2555694580078,250.35629272460938,13.510000228881836
2019-02-25,165.85772705078125,250.69703674316406,14.850000381469727
2019-02-26,166.02976989746094,250.51779174804688,15.170000076293945
2019-02-27,165.92469787597656,250.4101104736328,14.699999809265137
2019-02-28,165.5423126220703,249.9437255859375,14.779999732971191
2019-03-01,166.6893310546875,251.50433349609375,13.569999694824219
2019-03-04,166.71800231933594,250.5895233154297,14.630000114440918
2019-03-05,166.84225463867188,250.24871826171875,14.739999771118164
2019-03-06,165.89598083496094,248.73294067382812,15.739999771118164
2019-03-07,163.85997009277344,246.6522216796875,16.59000015258789
2019-03-08,163.61154174804688,246.1588592529297,16.049999237060547
